"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1305","test_timeframe_consistency_2_weeks[CES-POL]","tests.consistency","Wed Sep 17 17:58:45 GMT 2025","skipped","Wed Sep 17 17:58:46 GMT 2025","","test_timeframe_consistency","",""
"","1887","test_volume_positive[1w-USDT-DAI]","tests.validation","Wed Sep 17 18:07:02 GMT 2025","passed","Wed Sep 17 18:07:03 GMT 2025","","test_volume_validation","",""
"Проверяет, что цены в разумных пределах","1415","test_price_ranges[15m-CES-POL]","tests.validation","Wed Sep 17 18:05:07 GMT 2025","passed","Wed Sep 17 18:05:08 GMT 2025","","test_price_validation","",""
"","1408","test_date_format_and_range[-CES-USDT]","tests.validation","Wed Sep 17 18:02:48 GMT 2025","passed","Wed Sep 17 18:02:50 GMT 2025","","test_date_validation","",""
"","1416","test_date_format_and_range[1h-POL-DAI]","tests.validation","Wed Sep 17 18:03:31 GMT 2025","passed","Wed Sep 17 18:03:32 GMT 2025","","test_date_validation","",""
"","1414","test_dates_ordered[1h-CES-USDT]","tests.validation","Wed Sep 17 18:00:47 GMT 2025","passed","Wed Sep 17 18:00:48 GMT 2025","","test_date_validation","",""
"","1415","test_dates_ordered[1h-DAI-USDT]","tests.validation","Wed Sep 17 18:00:44 GMT 2025","passed","Wed Sep 17 18:00:45 GMT 2025","","test_date_validation","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1433","test_candle_validity[15m-DAI-USDT]","tests.validation","Wed Sep 17 18:06:19 GMT 2025","passed","Wed Sep 17 18:06:20 GMT 2025","","test_price_validation","",""
"","1570","test_api_availability[-USDT-POL]","tests.basic","Wed Sep 17 17:53:42 GMT 2025","passed","Wed Sep 17 17:53:43 GMT 2025","","test_availability","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1415","test_candle_validity[15m-CES-POL]","tests.validation","Wed Sep 17 18:06:18 GMT 2025","passed","Wed Sep 17 18:06:19 GMT 2025","","test_price_validation","",""
"Проверяет, что цены в разумных пределах","1404","test_price_ranges[1w-POL-USDT]","tests.validation","Wed Sep 17 18:04:15 GMT 2025","passed","Wed Sep 17 18:04:17 GMT 2025","","test_price_validation","",""
"","1999","test_zero_volume_cases[15m-USDT-DAI]","tests.special","Wed Sep 17 17:59:31 GMT 2025","passed","Wed Sep 17 17:59:33 GMT 2025","","test_edge_cases","",""
"","1433","test_api_availability[1h-USDT-POL]","tests.basic","Wed Sep 17 17:54:33 GMT 2025","passed","Wed Sep 17 17:54:35 GMT 2025","","test_availability","",""
"","1422","test_dates_ordered[1h-CES-DAI]","tests.validation","Wed Sep 17 18:00:50 GMT 2025","passed","Wed Sep 17 18:00:51 GMT 2025","","test_date_validation","",""
"","1441","test_no_duplicate_dates[15m-DAI-CES]","tests.validation","Wed Sep 17 18:02:35 GMT 2025","passed","Wed Sep 17 18:02:36 GMT 2025","","test_date_validation","",""
"","1430","test_response_structure[15m-DAI-USDT]","tests.basic","Wed Sep 17 17:56:23 GMT 2025","passed","Wed Sep 17 17:56:25 GMT 2025","","test_data_structure","",""
"Проверяет, что цены в разумных пределах","1414","test_price_ranges[15m-DAI-USDT]","tests.validation","Wed Sep 17 18:05:08 GMT 2025","passed","Wed Sep 17 18:05:10 GMT 2025","","test_price_validation","",""
"Проверяет, что цены в разумных пределах","1470","test_price_ranges[1h-USDT-CES]","tests.validation","Wed Sep 17 18:04:57 GMT 2025","passed","Wed Sep 17 18:04:59 GMT 2025","","test_price_validation","",""
"","1249","test_timeframe_consistency_2_weeks[USDT-DAI]","tests.consistency","Wed Sep 17 17:58:47 GMT 2025","skipped","Wed Sep 17 17:58:49 GMT 2025","","test_timeframe_consistency","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1433","test_candle_validity[-POL-DAI]","tests.validation","Wed Sep 17 18:05:16 GMT 2025","passed","Wed Sep 17 18:05:17 GMT 2025","","test_price_validation","",""
"","1953","test_volume_positive[15m-USDT-CES]","tests.validation","Wed Sep 17 18:08:15 GMT 2025","passed","Wed Sep 17 18:08:17 GMT 2025","","test_volume_validation","",""
"","248","test_zero_volume_cases[1w-CES-POL]","tests.special","Wed Sep 17 17:58:58 GMT 2025","failed","Wed Sep 17 17:58:59 GMT 2025","","test_edge_cases","",""
"","1428","test_date_format_and_range[15m-DAI-CES]","tests.validation","Wed Sep 17 18:04:01 GMT 2025","passed","Wed Sep 17 18:04:03 GMT 2025","","test_date_validation","",""
"","1510","test_non_empty_data[-USDT-DAI]","tests.basic","Wed Sep 17 17:56:42 GMT 2025","passed","Wed Sep 17 17:56:44 GMT 2025","","test_data_structure","",""
"","252","test_zero_volume_cases[4h-DAI-USDT]","tests.special","Wed Sep 17 17:59:02 GMT 2025","failed","Wed Sep 17 17:59:02 GMT 2025","","test_edge_cases","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1444","test_candle_validity[4h-DAI-POL]","tests.validation","Wed Sep 17 18:05:42 GMT 2025","passed","Wed Sep 17 18:05:44 GMT 2025","","test_price_validation","",""
"","244","test_zero_volume_cases[-DAI-POL]","tests.special","Wed Sep 17 17:58:55 GMT 2025","failed","Wed Sep 17 17:58:55 GMT 2025","","test_edge_cases","",""
"","1912","test_zero_volume_cases[15m-POL-CES]","tests.special","Wed Sep 17 17:59:26 GMT 2025","passed","Wed Sep 17 17:59:28 GMT 2025","","test_edge_cases","",""
"Проверяет, что цены в разумных пределах","1424","test_price_ranges[1h-CES-DAI]","tests.validation","Wed Sep 17 18:04:59 GMT 2025","passed","Wed Sep 17 18:05:00 GMT 2025","","test_price_validation","",""
"","261","test_zero_volume_cases[1h-POL-DAI]","tests.special","Wed Sep 17 17:59:04 GMT 2025","failed","Wed Sep 17 17:59:04 GMT 2025","","test_edge_cases","",""
"","1409","test_non_empty_data[1w-USDT-DAI]","tests.basic","Wed Sep 17 17:56:59 GMT 2025","passed","Wed Sep 17 17:57:01 GMT 2025","","test_data_structure","",""
"","1433","test_response_structure[15m-CES-DAI]","tests.basic","Wed Sep 17 17:56:29 GMT 2025","passed","Wed Sep 17 17:56:31 GMT 2025","","test_data_structure","",""
"","1452","test_date_format_and_range[4h-DAI-USDT]","tests.validation","Wed Sep 17 18:03:19 GMT 2025","passed","Wed Sep 17 18:03:21 GMT 2025","","test_date_validation","",""
"","1406","test_non_empty_data[1h-USDT-POL]","tests.basic","Wed Sep 17 17:57:25 GMT 2025","passed","Wed Sep 17 17:57:27 GMT 2025","","test_data_structure","",""
"","1422","test_no_duplicate_dates[15m-CES-USDT]","tests.validation","Wed Sep 17 18:02:30 GMT 2025","passed","Wed Sep 17 18:02:32 GMT 2025","","test_date_validation","",""
"","2588","test_timeframe_consistency[DAI-POL]","tests.consistency","Wed Sep 17 17:58:17 GMT 2025","passed","Wed Sep 17 17:58:19 GMT 2025","","test_timeframe_consistency","",""
"","1944","test_volume_positive[15m-POL-DAI]","tests.validation","Wed Sep 17 18:08:01 GMT 2025","passed","Wed Sep 17 18:08:03 GMT 2025","","test_volume_validation","",""
"","2813","test_timeframe_consistency[POL-USDT]","tests.consistency","Wed Sep 17 17:58:09 GMT 2025","passed","Wed Sep 17 17:58:11 GMT 2025","","test_timeframe_consistency","",""
"","1448","test_dates_ordered[-DAI-USDT]","tests.validation","Wed Sep 17 17:59:52 GMT 2025","passed","Wed Sep 17 17:59:54 GMT 2025","","test_date_validation","",""
"Проверяет, что цены в разумных пределах","1435","test_price_ranges[1h-CES-USDT]","tests.validation","Wed Sep 17 18:04:56 GMT 2025","passed","Wed Sep 17 18:04:57 GMT 2025","","test_price_validation","",""
"Проверяет, что цены в разумных пределах","512","test_price_ranges[15m-USDT-POL]","tests.validation","Wed Sep 17 18:05:03 GMT 2025","failed","Wed Sep 17 18:05:04 GMT 2025","","test_price_validation","",""
"","1487","test_date_format_and_range[15m-CES-USDT]","tests.validation","Wed Sep 17 18:03:57 GMT 2025","passed","Wed Sep 17 18:03:58 GMT 2025","","test_date_validation","",""
"","1423","test_response_structure[15m-CES-POL]","tests.basic","Wed Sep 17 17:56:22 GMT 2025","passed","Wed Sep 17 17:56:23 GMT 2025","","test_data_structure","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","433","test_candle_validity[15m-DAI-POL]","tests.validation","Wed Sep 17 18:06:16 GMT 2025","failed","Wed Sep 17 18:06:16 GMT 2025","","test_price_validation","",""
"","1444","test_date_format_and_range[4h-POL-USDT]","tests.validation","Wed Sep 17 18:03:11 GMT 2025","passed","Wed Sep 17 18:03:12 GMT 2025","","test_date_validation","",""
"","1934","test_volume_positive[-USDT-DAI]","tests.validation","Wed Sep 17 18:06:38 GMT 2025","passed","Wed Sep 17 18:06:40 GMT 2025","","test_volume_validation","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1432","test_candle_validity[15m-POL-USDT]","tests.validation","Wed Sep 17 18:06:12 GMT 2025","passed","Wed Sep 17 18:06:14 GMT 2025","","test_price_validation","",""
"","1424","test_response_structure[4h-POL-DAI]","tests.basic","Wed Sep 17 17:55:43 GMT 2025","passed","Wed Sep 17 17:55:45 GMT 2025","","test_data_structure","",""
"","1932","test_zero_volume_cases[15m-USDT-CES]","tests.special","Wed Sep 17 17:59:35 GMT 2025","passed","Wed Sep 17 17:59:37 GMT 2025","","test_edge_cases","",""
"","1383","test_non_empty_data[1w-CES-USDT]","tests.basic","Wed Sep 17 17:57:01 GMT 2025","passed","Wed Sep 17 17:57:02 GMT 2025","","test_data_structure","",""
"","1976","test_volume_positive[4h-DAI-CES]","tests.validation","Wed Sep 17 18:07:32 GMT 2025","passed","Wed Sep 17 18:07:34 GMT 2025","","test_volume_validation","",""
"","1400","test_response_structure[1w-DAI-POL]","tests.basic","Wed Sep 17 17:55:28 GMT 2025","passed","Wed Sep 17 17:55:29 GMT 2025","","test_data_structure","",""
"","1439","test_no_duplicate_dates[15m-USDT-CES]","tests.validation","Wed Sep 17 18:02:32 GMT 2025","passed","Wed Sep 17 18:02:33 GMT 2025","","test_date_validation","",""
"","1415","test_dates_ordered[1h-POL-USDT]","tests.validation","Wed Sep 17 18:00:35 GMT 2025","passed","Wed Sep 17 18:00:36 GMT 2025","","test_date_validation","",""
"","1435","test_dates_ordered[1h-DAI-POL]","tests.validation","Wed Sep 17 18:00:39 GMT 2025","passed","Wed Sep 17 18:00:41 GMT 2025","","test_date_validation","",""
"","1415","test_non_empty_data[4h-CES-USDT]","tests.basic","Wed Sep 17 17:57:18 GMT 2025","passed","Wed Sep 17 17:57:19 GMT 2025","","test_data_structure","",""
"","1418","test_no_duplicate_dates[-DAI-CES]","tests.validation","Wed Sep 17 18:01:26 GMT 2025","passed","Wed Sep 17 18:01:27 GMT 2025","","test_date_validation","",""
"","1418","test_api_availability[15m-POL-USDT]","tests.basic","Wed Sep 17 17:54:49 GMT 2025","passed","Wed Sep 17 17:54:51 GMT 2025","","test_availability","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1435","test_candle_validity[4h-CES-DAI]","tests.validation","Wed Sep 17 18:05:52 GMT 2025","passed","Wed Sep 17 18:05:54 GMT 2025","","test_price_validation","",""
"","1438","test_date_format_and_range[15m-USDT-CES]","tests.validation","Wed Sep 17 18:03:58 GMT 2025","passed","Wed Sep 17 18:04:00 GMT 2025","","test_date_validation","",""
"","1412","test_dates_ordered[15m-POL-CES]","tests.validation","Wed Sep 17 18:00:58 GMT 2025","passed","Wed Sep 17 18:01:00 GMT 2025","","test_date_validation","",""
"Проверяет, что цена USDT в POL находится в разумном диапазоне","437","test_usdt_pol_price_range","tests.special","Wed Sep 17 17:59:42 GMT 2025","passed","Wed Sep 17 17:59:43 GMT 2025","","test_pair_specific","",""
"","1411","test_no_duplicate_dates[1h-DAI-CES]","tests.validation","Wed Sep 17 18:02:17 GMT 2025","passed","Wed Sep 17 18:02:19 GMT 2025","","test_date_validation","",""
"","1414","test_no_duplicate_dates[1h-USDT-CES]","tests.validation","Wed Sep 17 18:02:15 GMT 2025","passed","Wed Sep 17 18:02:16 GMT 2025","","test_date_validation","",""
"","1424","test_dates_ordered[15m-DAI-USDT]","tests.validation","Wed Sep 17 18:01:01 GMT 2025","passed","Wed Sep 17 18:01:03 GMT 2025","","test_date_validation","",""
"","1258","test_timeframe_consistency_2_weeks[POL-USDT]","tests.consistency","Wed Sep 17 17:58:38 GMT 2025","skipped","Wed Sep 17 17:58:40 GMT 2025","","test_timeframe_consistency","",""
"","1455","test_dates_ordered[-USDT-POL]","tests.validation","Wed Sep 17 17:59:45 GMT 2025","passed","Wed Sep 17 17:59:46 GMT 2025","","test_date_validation","",""
"","249","test_zero_volume_cases[4h-CES-USDT]","tests.special","Wed Sep 17 17:59:02 GMT 2025","failed","Wed Sep 17 17:59:02 GMT 2025","","test_edge_cases","",""
"","1450","test_response_structure[4h-POL-USDT]","tests.basic","Wed Sep 17 17:55:40 GMT 2025","passed","Wed Sep 17 17:55:42 GMT 2025","","test_data_structure","",""
"","1420","test_no_duplicate_dates[15m-USDT-POL]","tests.validation","Wed Sep 17 18:02:20 GMT 2025","passed","Wed Sep 17 18:02:22 GMT 2025","","test_date_validation","",""
"","1387","test_non_empty_data[1w-DAI-POL]","tests.basic","Wed Sep 17 17:56:54 GMT 2025","passed","Wed Sep 17 17:56:55 GMT 2025","","test_data_structure","",""
"","1423","test_response_structure[1h-CES-DAI]","tests.basic","Wed Sep 17 17:56:12 GMT 2025","passed","Wed Sep 17 17:56:13 GMT 2025","","test_data_structure","",""
"","1402","test_date_format_and_range[1w-CES-DAI]","tests.validation","Wed Sep 17 18:03:08 GMT 2025","passed","Wed Sep 17 18:03:09 GMT 2025","","test_date_validation","",""
"","1403","test_dates_ordered[15m-CES-USDT]","tests.validation","Wed Sep 17 18:01:04 GMT 2025","passed","Wed Sep 17 18:01:05 GMT 2025","","test_date_validation","",""
"","1897","test_volume_positive[1w-CES-POL]","tests.validation","Wed Sep 17 18:06:58 GMT 2025","passed","Wed Sep 17 18:07:00 GMT 2025","","test_volume_validation","",""
"","1415","test_response_structure[-USDT-CES]","tests.basic","Wed Sep 17 17:55:19 GMT 2025","passed","Wed Sep 17 17:55:21 GMT 2025","","test_data_structure","",""
"","1382","test_date_format_and_range[1w-CES-USDT]","tests.validation","Wed Sep 17 18:03:05 GMT 2025","passed","Wed Sep 17 18:03:07 GMT 2025","","test_date_validation","",""
"","1404","test_non_empty_data[1h-DAI-USDT]","tests.basic","Wed Sep 17 17:57:32 GMT 2025","passed","Wed Sep 17 17:57:34 GMT 2025","","test_data_structure","",""
"","1937","test_volume_positive[-DAI-USDT]","tests.validation","Wed Sep 17 18:06:36 GMT 2025","passed","Wed Sep 17 18:06:38 GMT 2025","","test_volume_validation","",""
"Проверяет, что цены в разумных пределах","430","test_price_ranges[-USDT-POL]","tests.validation","Wed Sep 17 18:04:04 GMT 2025","failed","Wed Sep 17 18:04:05 GMT 2025","","test_price_validation","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1417","test_candle_validity[4h-POL-DAI]","tests.validation","Wed Sep 17 18:05:41 GMT 2025","passed","Wed Sep 17 18:05:42 GMT 2025","","test_price_validation","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1441","test_candle_validity[4h-POL-CES]","tests.validation","Wed Sep 17 18:05:44 GMT 2025","passed","Wed Sep 17 18:05:45 GMT 2025","","test_price_validation","",""
"","1433","test_no_duplicate_dates[15m-POL-USDT]","tests.validation","Wed Sep 17 18:02:19 GMT 2025","passed","Wed Sep 17 18:02:20 GMT 2025","","test_date_validation","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1383","test_candle_validity[1w-CES-USDT]","tests.validation","Wed Sep 17 18:05:34 GMT 2025","passed","Wed Sep 17 18:05:36 GMT 2025","","test_price_validation","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","422","test_candle_validity[15m-DAI-CES]","tests.validation","Wed Sep 17 18:06:24 GMT 2025","failed","Wed Sep 17 18:06:25 GMT 2025","","test_price_validation","",""
"Проверяет, что цены в разумных пределах","1392","test_price_ranges[1w-CES-DAI]","tests.validation","Wed Sep 17 18:04:25 GMT 2025","passed","Wed Sep 17 18:04:27 GMT 2025","","test_price_validation","",""
"","1430","test_response_structure[4h-DAI-USDT]","tests.basic","Wed Sep 17 17:55:49 GMT 2025","passed","Wed Sep 17 17:55:51 GMT 2025","","test_data_structure","",""
"","1322","test_timeframe_consistency_2_weeks[CES-USDT]","tests.consistency","Wed Sep 17 17:58:49 GMT 2025","skipped","Wed Sep 17 17:58:50 GMT 2025","","test_timeframe_consistency","",""
"","1389","test_date_format_and_range[1w-USDT-CES]","tests.validation","Wed Sep 17 18:03:07 GMT 2025","passed","Wed Sep 17 18:03:08 GMT 2025","","test_date_validation","",""
"","1470","test_date_format_and_range[-USDT-DAI]","tests.validation","Wed Sep 17 18:02:47 GMT 2025","passed","Wed Sep 17 18:02:48 GMT 2025","","test_date_validation","",""
"","1437","test_dates_ordered[-USDT-DAI]","tests.validation","Wed Sep 17 17:59:54 GMT 2025","passed","Wed Sep 17 17:59:55 GMT 2025","","test_date_validation","",""
"","2573","test_timeframe_consistency[USDT-CES]","tests.consistency","Wed Sep 17 17:58:32 GMT 2025","passed","Wed Sep 17 17:58:35 GMT 2025","","test_timeframe_consistency","",""
"","880","test_inverse_pairs[USDT-POL]","tests.consistency","Wed Sep 17 17:57:59 GMT 2025","passed","Wed Sep 17 17:58:00 GMT 2025","","test_inverse_pairs","",""
"","253","test_zero_volume_cases[1w-CES-DAI]","tests.special","Wed Sep 17 17:59:00 GMT 2025","failed","Wed Sep 17 17:59:00 GMT 2025","","test_edge_cases","",""
"","1913","test_volume_positive[1h-POL-CES]","tests.validation","Wed Sep 17 18:07:42 GMT 2025","passed","Wed Sep 17 18:07:44 GMT 2025","","test_volume_validation","",""
"","249","test_zero_volume_cases[1w-DAI-CES]","tests.special","Wed Sep 17 17:59:00 GMT 2025","failed","Wed Sep 17 17:59:00 GMT 2025","","test_edge_cases","",""
"","1920","test_volume_positive[15m-DAI-USDT]","tests.validation","Wed Sep 17 18:08:09 GMT 2025","passed","Wed Sep 17 18:08:11 GMT 2025","","test_volume_validation","",""
"","1431","test_non_empty_data[1h-CES-POL]","tests.basic","Wed Sep 17 17:57:31 GMT 2025","passed","Wed Sep 17 17:57:32 GMT 2025","","test_data_structure","",""
"","1432","test_no_duplicate_dates[1w-USDT-POL]","tests.validation","Wed Sep 17 18:01:28 GMT 2025","passed","Wed Sep 17 18:01:30 GMT 2025","","test_date_validation","",""
"","1421","test_api_availability[15m-DAI-CES]","tests.basic","Wed Sep 17 17:55:05 GMT 2025","passed","Wed Sep 17 17:55:06 GMT 2025","","test_availability","",""
"","1925","test_zero_volume_cases[15m-CES-DAI]","tests.special","Wed Sep 17 17:59:37 GMT 2025","passed","Wed Sep 17 17:59:39 GMT 2025","","test_edge_cases","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","430","test_candle_validity[-USDT-DAI]","tests.validation","Wed Sep 17 18:05:22 GMT 2025","failed","Wed Sep 17 18:05:22 GMT 2025","","test_price_validation","",""
"","254","test_zero_volume_cases[4h-POL-CES]","tests.special","Wed Sep 17 17:59:01 GMT 2025","failed","Wed Sep 17 17:59:01 GMT 2025","","test_edge_cases","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1390","test_candle_validity[1w-POL-USDT]","tests.validation","Wed Sep 17 18:05:26 GMT 2025","passed","Wed Sep 17 18:05:28 GMT 2025","","test_price_validation","",""
"","746","Переход на вкладку Pools","tests.UI","Mon Sep 15 20:44:17 GMT 2025","broken","Mon Sep 15 20:44:18 GMT 2025","TestSwapPage","tests_swap","",""
"","1911","test_zero_volume_cases[1h-CES-POL]","tests.special","Wed Sep 17 17:59:05 GMT 2025","passed","Wed Sep 17 17:59:07 GMT 2025","","test_edge_cases","",""
"","1926","test_zero_volume_cases[15m-USDT-POL]","tests.special","Wed Sep 17 17:59:20 GMT 2025","passed","Wed Sep 17 17:59:22 GMT 2025","","test_edge_cases","",""
"","1256","test_timeframe_consistency_2_weeks[POL-DAI]","tests.consistency","Wed Sep 17 17:58:41 GMT 2025","skipped","Wed Sep 17 17:58:42 GMT 2025","","test_timeframe_consistency","",""
"","1427","test_dates_ordered[15m-DAI-POL]","tests.validation","Wed Sep 17 18:00:57 GMT 2025","passed","Wed Sep 17 18:00:58 GMT 2025","","test_date_validation","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1446","test_candle_validity[4h-DAI-USDT]","tests.validation","Wed Sep 17 18:05:47 GMT 2025","passed","Wed Sep 17 18:05:48 GMT 2025","","test_price_validation","",""
"Проверяет, что цены в разумных пределах","1437","test_price_ranges[4h-POL-CES]","tests.validation","Wed Sep 17 18:04:33 GMT 2025","passed","Wed Sep 17 18:04:34 GMT 2025","","test_price_validation","",""
"","1436","test_date_format_and_range[-USDT-POL]","tests.validation","Wed Sep 17 18:02:37 GMT 2025","passed","Wed Sep 17 18:02:39 GMT 2025","","test_date_validation","",""
"","1473","test_no_duplicate_dates[1h-DAI-POL]","tests.validation","Wed Sep 17 18:02:06 GMT 2025","passed","Wed Sep 17 18:02:07 GMT 2025","","test_date_validation","",""
"","1891","test_volume_positive[1w-DAI-POL]","tests.validation","Wed Sep 17 18:06:54 GMT 2025","passed","Wed Sep 17 18:06:56 GMT 2025","","test_volume_validation","",""
"","1415","test_non_empty_data[1h-USDT-CES]","tests.basic","Wed Sep 17 17:57:37 GMT 2025","passed","Wed Sep 17 17:57:38 GMT 2025","","test_data_structure","",""
"","1459","test_date_format_and_range[4h-CES-POL]","tests.validation","Wed Sep 17 18:03:18 GMT 2025","passed","Wed Sep 17 18:03:19 GMT 2025","","test_date_validation","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1434","test_candle_validity[4h-CES-USDT]","tests.validation","Wed Sep 17 18:05:49 GMT 2025","passed","Wed Sep 17 18:05:51 GMT 2025","","test_price_validation","",""
"","1455","test_api_availability[1w-USDT-CES]","tests.basic","Wed Sep 17 17:54:10 GMT 2025","passed","Wed Sep 17 17:54:12 GMT 2025","","test_availability","",""
"","2553","test_timeframe_consistency[CES-USDT]","tests.consistency","Wed Sep 17 17:58:30 GMT 2025","passed","Wed Sep 17 17:58:32 GMT 2025","","test_timeframe_consistency","",""
"","1393","test_date_format_and_range[1w-USDT-DAI]","tests.validation","Wed Sep 17 18:03:04 GMT 2025","passed","Wed Sep 17 18:03:05 GMT 2025","","test_date_validation","",""
"","1403","test_response_structure[1h-USDT-POL]","tests.basic","Wed Sep 17 17:55:59 GMT 2025","passed","Wed Sep 17 17:56:01 GMT 2025","","test_data_structure","",""
"","253","test_zero_volume_cases[-CES-POL]","tests.special","Wed Sep 17 17:58:55 GMT 2025","failed","Wed Sep 17 17:58:55 GMT 2025","","test_edge_cases","",""
"","1417","test_date_format_and_range[15m-POL-DAI]","tests.validation","Wed Sep 17 18:03:48 GMT 2025","passed","Wed Sep 17 18:03:50 GMT 2025","","test_date_validation","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1433","test_candle_validity[1h-USDT-DAI]","tests.validation","Wed Sep 17 18:06:05 GMT 2025","passed","Wed Sep 17 18:06:07 GMT 2025","","test_price_validation","",""
"","1911","test_zero_volume_cases[1h-DAI-USDT]","tests.special","Wed Sep 17 17:59:07 GMT 2025","passed","Wed Sep 17 17:59:08 GMT 2025","","test_edge_cases","",""
"","1394","test_no_duplicate_dates[1w-DAI-CES]","tests.validation","Wed Sep 17 18:01:43 GMT 2025","passed","Wed Sep 17 18:01:44 GMT 2025","","test_date_validation","",""
"","1457","test_dates_ordered[4h-USDT-POL]","tests.validation","Wed Sep 17 18:00:19 GMT 2025","passed","Wed Sep 17 18:00:20 GMT 2025","","test_date_validation","",""
"","1924","test_volume_positive[1h-CES-DAI]","tests.validation","Wed Sep 17 18:07:54 GMT 2025","passed","Wed Sep 17 18:07:56 GMT 2025","","test_volume_validation","",""
"","1418","test_response_structure[4h-DAI-CES]","tests.basic","Wed Sep 17 17:55:56 GMT 2025","passed","Wed Sep 17 17:55:58 GMT 2025","","test_data_structure","",""
"","1439","test_no_duplicate_dates[-USDT-DAI]","tests.validation","Wed Sep 17 18:01:20 GMT 2025","passed","Wed Sep 17 18:01:21 GMT 2025","","test_date_validation","",""
"","1412","test_response_structure[1h-DAI-USDT]","tests.basic","Wed Sep 17 17:56:06 GMT 2025","passed","Wed Sep 17 17:56:08 GMT 2025","","test_data_structure","",""
"","1455","test_date_format_and_range[-DAI-CES]","tests.validation","Wed Sep 17 18:02:52 GMT 2025","passed","Wed Sep 17 18:02:54 GMT 2025","","test_date_validation","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1429","test_candle_validity[4h-CES-POL]","tests.validation","Wed Sep 17 18:05:45 GMT 2025","passed","Wed Sep 17 18:05:47 GMT 2025","","test_price_validation","",""
"Проверяет, что цены в разумных пределах","471","test_price_ranges[-USDT-CES]","tests.validation","Wed Sep 17 18:04:13 GMT 2025","failed","Wed Sep 17 18:04:13 GMT 2025","","test_price_validation","",""
"","1427","test_no_duplicate_dates[4h-CES-USDT]","tests.validation","Wed Sep 17 18:01:56 GMT 2025","passed","Wed Sep 17 18:01:57 GMT 2025","","test_date_validation","",""
"","431","test_latest_data_timestamp","tests.special","Wed Sep 17 17:59:41 GMT 2025","failed","Wed Sep 17 17:59:42 GMT 2025","","test_edge_cases","",""
"","1418","test_response_structure[1h-DAI-CES]","tests.basic","Wed Sep 17 17:56:13 GMT 2025","passed","Wed Sep 17 17:56:15 GMT 2025","","test_data_structure","",""
"","1888","test_volume_positive[1w-USDT-POL]","tests.validation","Wed Sep 17 18:06:50 GMT 2025","passed","Wed Sep 17 18:06:52 GMT 2025","","test_volume_validation","",""
"","1390","test_api_availability[1w-CES-DAI]","tests.basic","Wed Sep 17 17:54:12 GMT 2025","passed","Wed Sep 17 17:54:13 GMT 2025","","test_availability","",""
"","1932","test_volume_positive[1h-DAI-USDT]","tests.validation","Wed Sep 17 18:07:46 GMT 2025","passed","Wed Sep 17 18:07:48 GMT 2025","","test_volume_validation","",""
"","1413","test_no_duplicate_dates[-CES-POL]","tests.validation","Wed Sep 17 18:01:17 GMT 2025","passed","Wed Sep 17 18:01:19 GMT 2025","","test_date_validation","",""
"","1385","test_dates_ordered[1w-DAI-USDT]","tests.validation","Wed Sep 17 18:00:09 GMT 2025","passed","Wed Sep 17 18:00:11 GMT 2025","","test_date_validation","",""
"Проверяет, что цены в разумных пределах","1409","test_price_ranges[15m-POL-CES]","tests.validation","Wed Sep 17 18:05:05 GMT 2025","passed","Wed Sep 17 18:05:07 GMT 2025","","test_price_validation","",""
"","1886","test_api_availability[4h-POL-USDT]","tests.basic","Wed Sep 17 17:54:14 GMT 2025","passed","Wed Sep 17 17:54:16 GMT 2025","","test_availability","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1438","test_candle_validity[-POL-USDT]","tests.validation","Wed Sep 17 18:05:14 GMT 2025","passed","Wed Sep 17 18:05:15 GMT 2025","","test_price_validation","",""
"","1442","test_non_empty_data[4h-DAI-CES]","tests.basic","Wed Sep 17 17:57:22 GMT 2025","passed","Wed Sep 17 17:57:24 GMT 2025","","test_data_structure","",""
"","260","test_zero_volume_cases[1w-CES-USDT]","tests.special","Wed Sep 17 17:58:59 GMT 2025","failed","Wed Sep 17 17:58:59 GMT 2025","","test_edge_cases","",""
"","1941","test_volume_positive[-DAI-POL]","tests.validation","Wed Sep 17 18:06:30 GMT 2025","passed","Wed Sep 17 18:06:32 GMT 2025","","test_volume_validation","",""
"","1426","test_api_availability[4h-DAI-USDT]","tests.basic","Wed Sep 17 17:54:23 GMT 2025","passed","Wed Sep 17 17:54:25 GMT 2025","","test_availability","",""
