"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","249","test_zero_volume_cases[4h-USDT-CES]","tests.special","Wed Sep 17 17:59:03 GMT 2025","failed","Wed Sep 17 17:59:03 GMT 2025","","test_edge_cases","",""
"","1413","test_non_empty_data[-DAI-CES]","tests.basic","Wed Sep 17 17:56:48 GMT 2025","passed","Wed Sep 17 17:56:50 GMT 2025","","test_data_structure","",""
"","1384","test_api_availability[1w-POL-DAI]","tests.basic","Wed Sep 17 17:54:00 GMT 2025","passed","Wed Sep 17 17:54:02 GMT 2025","","test_availability","",""
"","1912","test_zero_volume_cases[15m-DAI-USDT]","tests.special","Wed Sep 17 17:59:30 GMT 2025","passed","Wed Sep 17 17:59:31 GMT 2025","","test_edge_cases","",""
"","1427","test_dates_ordered[15m-POL-DAI]","tests.validation","Wed Sep 17 18:00:55 GMT 2025","passed","Wed Sep 17 18:00:57 GMT 2025","","test_date_validation","",""
"","1420","test_dates_ordered[4h-DAI-USDT]","tests.validation","Wed Sep 17 18:00:26 GMT 2025","passed","Wed Sep 17 18:00:28 GMT 2025","","test_date_validation","",""
"","1883","test_volume_positive[1w-USDT-CES]","tests.validation","Wed Sep 17 18:07:05 GMT 2025","passed","Wed Sep 17 18:07:07 GMT 2025","","test_volume_validation","",""
"","1445","test_dates_ordered[4h-POL-CES]","tests.validation","Wed Sep 17 18:00:23 GMT 2025","passed","Wed Sep 17 18:00:25 GMT 2025","","test_date_validation","",""
"","246","test_zero_volume_cases[-USDT-DAI]","tests.special","Wed Sep 17 17:58:56 GMT 2025","failed","Wed Sep 17 17:58:56 GMT 2025","","test_edge_cases","",""
"","1436","test_no_duplicate_dates[-POL-USDT]","tests.validation","Wed Sep 17 18:01:10 GMT 2025","passed","Wed Sep 17 18:01:11 GMT 2025","","test_date_validation","",""
"","1445","test_date_format_and_range[-POL-USDT]","tests.validation","Wed Sep 17 18:02:36 GMT 2025","passed","Wed Sep 17 18:02:37 GMT 2025","","test_date_validation","",""
"","10929","Кнопка инверсии меняет направление обмена","tests.UI","Mon Sep 15 20:43:45 GMT 2025","broken","Mon Sep 15 20:43:56 GMT 2025","TestSwapPage","tests_swap","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1431","test_candle_validity[4h-POL-USDT]","tests.validation","Wed Sep 17 18:05:38 GMT 2025","passed","Wed Sep 17 18:05:39 GMT 2025","","test_price_validation","",""
"","243","test_zero_volume_cases[4h-POL-USDT]","tests.special","Wed Sep 17 17:59:00 GMT 2025","failed","Wed Sep 17 17:59:00 GMT 2025","","test_edge_cases","",""
"","1914","test_volume_positive[15m-POL-CES]","tests.validation","Wed Sep 17 18:08:05 GMT 2025","passed","Wed Sep 17 18:08:07 GMT 2025","","test_volume_validation","",""
"","1428","test_date_format_and_range[1h-CES-USDT]","tests.validation","Wed Sep 17 18:03:40 GMT 2025","passed","Wed Sep 17 18:03:41 GMT 2025","","test_date_validation","",""
"","1423","test_no_duplicate_dates[1h-USDT-POL]","tests.validation","Wed Sep 17 18:02:03 GMT 2025","passed","Wed Sep 17 18:02:04 GMT 2025","","test_date_validation","",""
"","1922","test_zero_volume_cases[1h-USDT-CES]","tests.special","Wed Sep 17 17:59:12 GMT 2025","passed","Wed Sep 17 17:59:14 GMT 2025","","test_edge_cases","",""
"","1379","test_dates_ordered[1w-CES-POL]","tests.validation","Wed Sep 17 18:00:08 GMT 2025","passed","Wed Sep 17 18:00:09 GMT 2025","","test_date_validation","",""
"","1427","test_api_availability[15m-USDT-POL]","tests.basic","Wed Sep 17 17:54:51 GMT 2025","passed","Wed Sep 17 17:54:52 GMT 2025","","test_availability","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1446","test_candle_validity[4h-USDT-POL]","tests.validation","Wed Sep 17 18:05:39 GMT 2025","passed","Wed Sep 17 18:05:41 GMT 2025","","test_price_validation","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1463","test_candle_validity[1h-POL-DAI]","tests.validation","Wed Sep 17 18:05:58 GMT 2025","passed","Wed Sep 17 18:06:00 GMT 2025","","test_price_validation","",""
"","1923","test_volume_positive[4h-DAI-USDT]","tests.validation","Wed Sep 17 18:07:23 GMT 2025","passed","Wed Sep 17 18:07:25 GMT 2025","","test_volume_validation","",""
"","1945","test_volume_positive[1w-DAI-USDT]","tests.validation","Wed Sep 17 18:07:00 GMT 2025","passed","Wed Sep 17 18:07:02 GMT 2025","","test_volume_validation","",""
"","1383","test_non_empty_data[1w-CES-POL]","tests.basic","Wed Sep 17 17:56:57 GMT 2025","passed","Wed Sep 17 17:56:58 GMT 2025","","test_data_structure","",""
"","1916","test_volume_positive[1h-CES-POL]","tests.validation","Wed Sep 17 18:07:44 GMT 2025","passed","Wed Sep 17 18:07:46 GMT 2025","","test_volume_validation","",""
"","246","test_zero_volume_cases[1w-POL-DAI]","tests.special","Wed Sep 17 17:58:58 GMT 2025","failed","Wed Sep 17 17:58:58 GMT 2025","","test_edge_cases","",""
"","1393","test_no_duplicate_dates[1w-DAI-USDT]","tests.validation","Wed Sep 17 18:01:35 GMT 2025","passed","Wed Sep 17 18:01:37 GMT 2025","","test_date_validation","",""
"","1418","test_no_duplicate_dates[1h-CES-POL]","tests.validation","Wed Sep 17 18:02:09 GMT 2025","passed","Wed Sep 17 18:02:10 GMT 2025","","test_date_validation","",""
"","1448","test_non_empty_data[-USDT-POL]","tests.basic","Wed Sep 17 17:56:34 GMT 2025","passed","Wed Sep 17 17:56:35 GMT 2025","","test_data_structure","",""
"","1435","test_response_structure[15m-CES-USDT]","tests.basic","Wed Sep 17 17:56:26 GMT 2025","passed","Wed Sep 17 17:56:28 GMT 2025","","test_data_structure","",""
"","264","test_zero_volume_cases[-POL-USDT]","tests.special","Wed Sep 17 17:58:54 GMT 2025","failed","Wed Sep 17 17:58:54 GMT 2025","","test_edge_cases","",""
"","1432","test_date_format_and_range[1w-POL-CES]","tests.validation","Wed Sep 17 18:03:00 GMT 2025","passed","Wed Sep 17 18:03:01 GMT 2025","","test_date_validation","",""
"","1428","test_response_structure[4h-POL-CES]","tests.basic","Wed Sep 17 17:55:46 GMT 2025","passed","Wed Sep 17 17:55:48 GMT 2025","","test_data_structure","",""
"","1424","test_date_format_and_range[4h-POL-CES]","tests.validation","Wed Sep 17 18:03:17 GMT 2025","passed","Wed Sep 17 18:03:18 GMT 2025","","test_date_validation","",""
"","1397","test_dates_ordered[1w-POL-CES]","tests.validation","Wed Sep 17 18:00:06 GMT 2025","passed","Wed Sep 17 18:00:08 GMT 2025","","test_date_validation","",""
"","1905","test_zero_volume_cases[1h-DAI-CES]","tests.special","Wed Sep 17 17:59:16 GMT 2025","passed","Wed Sep 17 17:59:18 GMT 2025","","test_edge_cases","",""
"","1401","test_response_structure[1w-CES-POL]","tests.basic","Wed Sep 17 17:55:31 GMT 2025","passed","Wed Sep 17 17:55:32 GMT 2025","","test_data_structure","",""
"","1435","test_api_availability[4h-CES-USDT]","tests.basic","Wed Sep 17 17:54:26 GMT 2025","passed","Wed Sep 17 17:54:28 GMT 2025","","test_availability","",""
"","1941","test_volume_positive[15m-POL-USDT]","tests.validation","Wed Sep 17 18:07:57 GMT 2025","passed","Wed Sep 17 18:07:59 GMT 2025","","test_volume_validation","",""
"","1409","test_dates_ordered[1h-POL-DAI]","tests.validation","Wed Sep 17 18:00:38 GMT 2025","passed","Wed Sep 17 18:00:39 GMT 2025","","test_date_validation","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","390","test_candle_validity[1w-USDT-DAI]","tests.validation","Wed Sep 17 18:05:34 GMT 2025","failed","Wed Sep 17 18:05:34 GMT 2025","","test_price_validation","",""
"","1489","test_api_availability[-CES-USDT]","tests.basic","Wed Sep 17 17:53:52 GMT 2025","passed","Wed Sep 17 17:53:53 GMT 2025","","test_availability","",""
"","1429","test_response_structure[1h-POL-DAI]","tests.basic","Wed Sep 17 17:56:01 GMT 2025","passed","Wed Sep 17 17:56:02 GMT 2025","","test_data_structure","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1422","test_candle_validity[1h-CES-USDT]","tests.validation","Wed Sep 17 18:06:07 GMT 2025","passed","Wed Sep 17 18:06:08 GMT 2025","","test_price_validation","",""
"","1435","test_response_structure[15m-USDT-CES]","tests.basic","Wed Sep 17 17:56:28 GMT 2025","passed","Wed Sep 17 17:56:29 GMT 2025","","test_data_structure","",""
"","1397","test_no_duplicate_dates[1w-POL-CES]","tests.validation","Wed Sep 17 18:01:33 GMT 2025","passed","Wed Sep 17 18:01:34 GMT 2025","","test_date_validation","",""
"","1422","test_api_availability[15m-CES-POL]","tests.basic","Wed Sep 17 17:54:56 GMT 2025","passed","Wed Sep 17 17:54:58 GMT 2025","","test_availability","",""
"","1410","test_dates_ordered[-CES-USDT]","tests.validation","Wed Sep 17 17:59:55 GMT 2025","passed","Wed Sep 17 17:59:56 GMT 2025","","test_date_validation","",""
"","1426","test_date_format_and_range[4h-DAI-POL]","tests.validation","Wed Sep 17 18:03:15 GMT 2025","passed","Wed Sep 17 18:03:17 GMT 2025","","test_date_validation","",""
"","1392","test_date_format_and_range[1w-DAI-CES]","tests.validation","Wed Sep 17 18:03:09 GMT 2025","passed","Wed Sep 17 18:03:11 GMT 2025","","test_date_validation","",""
"","1452","test_dates_ordered[-DAI-POL]","tests.validation","Wed Sep 17 17:59:48 GMT 2025","passed","Wed Sep 17 17:59:49 GMT 2025","","test_date_validation","",""
"","1432","test_date_format_and_range[-USDT-CES]","tests.validation","Wed Sep 17 18:02:50 GMT 2025","passed","Wed Sep 17 18:02:51 GMT 2025","","test_date_validation","",""
"","1449","test_no_duplicate_dates[-DAI-POL]","tests.validation","Wed Sep 17 18:01:14 GMT 2025","passed","Wed Sep 17 18:01:16 GMT 2025","","test_date_validation","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","429","test_candle_validity[15m-USDT-POL]","tests.validation","Wed Sep 17 18:06:14 GMT 2025","failed","Wed Sep 17 18:06:14 GMT 2025","","test_price_validation","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1424","test_candle_validity[-CES-USDT]","tests.validation","Wed Sep 17 18:05:22 GMT 2025","passed","Wed Sep 17 18:05:24 GMT 2025","","test_price_validation","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1416","test_candle_validity[1h-POL-USDT]","tests.validation","Wed Sep 17 18:05:55 GMT 2025","passed","Wed Sep 17 18:05:57 GMT 2025","","test_price_validation","",""
"","1507","test_dates_ordered[-POL-CES]","tests.validation","Wed Sep 17 17:59:49 GMT 2025","passed","Wed Sep 17 17:59:51 GMT 2025","","test_date_validation","",""
"","1447","test_no_duplicate_dates[4h-CES-POL]","tests.validation","Wed Sep 17 18:01:51 GMT 2025","passed","Wed Sep 17 18:01:53 GMT 2025","","test_date_validation","",""
"","1391","test_api_availability[1w-CES-USDT]","tests.basic","Wed Sep 17 17:54:09 GMT 2025","passed","Wed Sep 17 17:54:10 GMT 2025","","test_availability","",""
"","1425","test_api_availability[-DAI-POL]","tests.basic","Wed Sep 17 17:53:45 GMT 2025","passed","Wed Sep 17 17:53:46 GMT 2025","","test_availability","",""
"","1487","test_response_structure[-DAI-POL]","tests.basic","Wed Sep 17 17:55:11 GMT 2025","passed","Wed Sep 17 17:55:12 GMT 2025","","test_data_structure","",""
"","1454","test_dates_ordered[15m-USDT-CES]","tests.validation","Wed Sep 17 18:01:05 GMT 2025","passed","Wed Sep 17 18:01:07 GMT 2025","","test_date_validation","",""
"","1435","test_non_empty_data[15m-CES-POL]","tests.basic","Wed Sep 17 17:57:48 GMT 2025","passed","Wed Sep 17 17:57:49 GMT 2025","","test_data_structure","",""
"","1439","test_date_format_and_range[15m-POL-USDT]","tests.validation","Wed Sep 17 18:03:45 GMT 2025","passed","Wed Sep 17 18:03:47 GMT 2025","","test_date_validation","",""
"Проверяет, что цены в разумных пределах","1456","test_price_ranges[-POL-DAI]","tests.validation","Wed Sep 17 18:04:05 GMT 2025","passed","Wed Sep 17 18:04:06 GMT 2025","","test_price_validation","",""
"","1425","test_no_duplicate_dates[4h-POL-USDT]","tests.validation","Wed Sep 17 18:01:44 GMT 2025","passed","Wed Sep 17 18:01:46 GMT 2025","","test_date_validation","",""
"","1436","test_api_availability[15m-POL-CES]","tests.basic","Wed Sep 17 17:54:55 GMT 2025","passed","Wed Sep 17 17:54:56 GMT 2025","","test_availability","",""
"","1448","test_date_format_and_range[15m-DAI-POL]","tests.validation","Wed Sep 17 18:03:50 GMT 2025","passed","Wed Sep 17 18:03:51 GMT 2025","","test_date_validation","",""
"","1958","test_volume_positive[4h-CES-DAI]","tests.validation","Wed Sep 17 18:07:31 GMT 2025","passed","Wed Sep 17 18:07:32 GMT 2025","","test_volume_validation","",""
"","1448","test_dates_ordered[4h-POL-DAI]","tests.validation","Wed Sep 17 18:00:20 GMT 2025","passed","Wed Sep 17 18:00:22 GMT 2025","","test_date_validation","",""
"","1424","test_response_structure[-POL-USDT]","tests.basic","Wed Sep 17 17:55:06 GMT 2025","passed","Wed Sep 17 17:55:08 GMT 2025","","test_data_structure","",""
"","1523","test_dates_ordered[-POL-DAI]","tests.validation","Wed Sep 17 17:59:46 GMT 2025","passed","Wed Sep 17 17:59:48 GMT 2025","","test_date_validation","",""
"","1917","test_zero_volume_cases[1h-CES-DAI]","tests.special","Wed Sep 17 17:59:14 GMT 2025","passed","Wed Sep 17 17:59:16 GMT 2025","","test_edge_cases","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1456","test_candle_validity[-POL-CES]","tests.validation","Wed Sep 17 18:05:18 GMT 2025","passed","Wed Sep 17 18:05:19 GMT 2025","","test_price_validation","",""
"","1453","test_date_format_and_range[15m-USDT-POL]","tests.validation","Wed Sep 17 18:03:47 GMT 2025","passed","Wed Sep 17 18:03:48 GMT 2025","","test_date_validation","",""
"Проверяет, что цены в разумных пределах","1409","test_price_ranges[1h-DAI-USDT]","tests.validation","Wed Sep 17 18:04:53 GMT 2025","passed","Wed Sep 17 18:04:54 GMT 2025","","test_price_validation","",""
"","1446","test_dates_ordered[15m-USDT-DAI]","tests.validation","Wed Sep 17 18:01:03 GMT 2025","passed","Wed Sep 17 18:01:04 GMT 2025","","test_date_validation","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","399","test_candle_validity[1w-DAI-POL]","tests.validation","Wed Sep 17 18:05:29 GMT 2025","failed","Wed Sep 17 18:05:30 GMT 2025","","test_price_validation","",""
"","1395","test_api_availability[1w-DAI-POL]","tests.basic","Wed Sep 17 17:54:02 GMT 2025","passed","Wed Sep 17 17:54:03 GMT 2025","","test_availability","",""
"","1907","test_volume_positive[-CES-POL]","tests.validation","Wed Sep 17 18:06:34 GMT 2025","passed","Wed Sep 17 18:06:36 GMT 2025","","test_volume_validation","",""
"","1426","test_no_duplicate_dates[4h-DAI-CES]","tests.validation","Wed Sep 17 18:02:00 GMT 2025","passed","Wed Sep 17 18:02:02 GMT 2025","","test_date_validation","",""
"","1411","test_response_structure[1h-DAI-POL]","tests.basic","Wed Sep 17 17:56:02 GMT 2025","passed","Wed Sep 17 17:56:03 GMT 2025","","test_data_structure","",""
"","1297","test_timeframe_consistency_2_weeks[USDT-CES]","tests.consistency","Wed Sep 17 17:58:50 GMT 2025","skipped","Wed Sep 17 17:58:51 GMT 2025","","test_timeframe_consistency","",""
"","261","test_zero_volume_cases[-POL-CES]","tests.special","Wed Sep 17 17:58:55 GMT 2025","failed","Wed Sep 17 17:58:55 GMT 2025","","test_edge_cases","",""
"","250","test_zero_volume_cases[1w-POL-USDT]","tests.special","Wed Sep 17 17:58:57 GMT 2025","failed","Wed Sep 17 17:58:57 GMT 2025","","test_edge_cases","",""
"","1941","test_volume_positive[15m-CES-USDT]","tests.validation","Wed Sep 17 18:08:13 GMT 2025","passed","Wed Sep 17 18:08:15 GMT 2025","","test_volume_validation","",""
"","254","test_zero_volume_cases[1h-DAI-POL]","tests.special","Wed Sep 17 17:59:04 GMT 2025","failed","Wed Sep 17 17:59:04 GMT 2025","","test_edge_cases","",""
"Проверяет, что цены в разумных пределах","1413","test_price_ranges[4h-CES-POL]","tests.validation","Wed Sep 17 18:04:34 GMT 2025","passed","Wed Sep 17 18:04:36 GMT 2025","","test_price_validation","",""
"","1388","test_response_structure[1w-POL-DAI]","tests.basic","Wed Sep 17 17:55:27 GMT 2025","passed","Wed Sep 17 17:55:28 GMT 2025","","test_data_structure","",""
"","1499","test_non_empty_data[-DAI-USDT]","tests.basic","Wed Sep 17 17:56:41 GMT 2025","passed","Wed Sep 17 17:56:42 GMT 2025","","test_data_structure","",""
"Проверяет, что цены в разумных пределах","1421","test_price_ranges[1h-DAI-POL]","tests.validation","Wed Sep 17 18:04:49 GMT 2025","passed","Wed Sep 17 18:04:50 GMT 2025","","test_price_validation","",""
"","1426","test_non_empty_data[4h-DAI-USDT]","tests.basic","Wed Sep 17 17:57:15 GMT 2025","passed","Wed Sep 17 17:57:17 GMT 2025","","test_data_structure","",""
"","1443","test_non_empty_data[-DAI-POL]","tests.basic","Wed Sep 17 17:56:37 GMT 2025","passed","Wed Sep 17 17:56:38 GMT 2025","","test_data_structure","",""
"","1425","test_no_duplicate_dates[4h-USDT-DAI]","tests.validation","Wed Sep 17 18:01:54 GMT 2025","passed","Wed Sep 17 18:01:56 GMT 2025","","test_date_validation","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1396","test_candle_validity[1w-CES-POL]","tests.validation","Wed Sep 17 18:05:31 GMT 2025","passed","Wed Sep 17 18:05:33 GMT 2025","","test_price_validation","",""
"","2628","test_timeframe_consistency[DAI-USDT]","tests.consistency","Wed Sep 17 17:58:24 GMT 2025","passed","Wed Sep 17 17:58:27 GMT 2025","","test_timeframe_consistency","",""
"","1409","test_date_format_and_range[15m-POL-CES]","tests.validation","Wed Sep 17 18:03:51 GMT 2025","passed","Wed Sep 17 18:03:53 GMT 2025","","test_date_validation","",""
"","1392","test_response_structure[1w-POL-USDT]","tests.basic","Wed Sep 17 17:55:24 GMT 2025","passed","Wed Sep 17 17:55:25 GMT 2025","","test_data_structure","",""
"Проверяет, что цены в разумных пределах","1441","test_price_ranges[-POL-USDT]","tests.validation","Wed Sep 17 18:04:03 GMT 2025","passed","Wed Sep 17 18:04:04 GMT 2025","","test_price_validation","",""
"","1389","test_response_structure[1w-USDT-POL]","tests.basic","Wed Sep 17 17:55:25 GMT 2025","passed","Wed Sep 17 17:55:27 GMT 2025","","test_data_structure","",""
"","1435","test_date_format_and_range[1h-DAI-USDT]","tests.validation","Wed Sep 17 18:03:37 GMT 2025","passed","Wed Sep 17 18:03:38 GMT 2025","","test_date_validation","",""
"","1928","test_volume_positive[-USDT-POL]","tests.validation","Wed Sep 17 18:06:27 GMT 2025","passed","Wed Sep 17 18:06:28 GMT 2025","","test_volume_validation","",""
"","254","test_zero_volume_cases[4h-CES-POL]","tests.special","Wed Sep 17 17:59:01 GMT 2025","failed","Wed Sep 17 17:59:02 GMT 2025","","test_edge_cases","",""
"","1446","test_response_structure[15m-DAI-CES]","tests.basic","Wed Sep 17 17:56:31 GMT 2025","passed","Wed Sep 17 17:56:32 GMT 2025","","test_data_structure","",""
"","1410","test_response_structure[1h-USDT-CES]","tests.basic","Wed Sep 17 17:56:11 GMT 2025","passed","Wed Sep 17 17:56:12 GMT 2025","","test_data_structure","",""
"","11199","Кнопка Swap становится активной после ввода","tests.UI","Mon Sep 15 20:44:01 GMT 2025","failed","Mon Sep 15 20:44:12 GMT 2025","TestSwapPage","tests_swap","",""
"","1906","test_zero_volume_cases[15m-CES-POL]","tests.special","Wed Sep 17 17:59:28 GMT 2025","passed","Wed Sep 17 17:59:30 GMT 2025","","test_edge_cases","",""
"","1927","test_volume_positive[4h-POL-USDT]","tests.validation","Wed Sep 17 18:07:11 GMT 2025","passed","Wed Sep 17 18:07:13 GMT 2025","","test_volume_validation","",""
"","256","test_zero_volume_cases[1h-USDT-POL]","tests.special","Wed Sep 17 17:59:04 GMT 2025","failed","Wed Sep 17 17:59:04 GMT 2025","","test_edge_cases","",""
"","1427","test_api_availability[15m-USDT-CES]","tests.basic","Wed Sep 17 17:55:02 GMT 2025","passed","Wed Sep 17 17:55:03 GMT 2025","","test_availability","",""
"","1411","test_no_duplicate_dates[1h-CES-DAI]","tests.validation","Wed Sep 17 18:02:16 GMT 2025","passed","Wed Sep 17 18:02:17 GMT 2025","","test_date_validation","",""
"","1421","test_non_empty_data[1h-CES-DAI]","tests.basic","Wed Sep 17 17:57:38 GMT 2025","passed","Wed Sep 17 17:57:39 GMT 2025","","test_data_structure","",""
"","1940","test_volume_positive[4h-USDT-DAI]","tests.validation","Wed Sep 17 18:07:25 GMT 2025","passed","Wed Sep 17 18:07:27 GMT 2025","","test_volume_validation","",""
"Проверяет, что цены в разумных пределах","1434","test_price_ranges[4h-DAI-USDT]","tests.validation","Wed Sep 17 18:04:36 GMT 2025","passed","Wed Sep 17 18:04:37 GMT 2025","","test_price_validation","",""
"","261","test_zero_volume_cases[-USDT-CES]","tests.special","Wed Sep 17 17:58:56 GMT 2025","failed","Wed Sep 17 17:58:56 GMT 2025","","test_edge_cases","",""
"","1430","test_response_structure[4h-USDT-DAI]","tests.basic","Wed Sep 17 17:55:51 GMT 2025","passed","Wed Sep 17 17:55:52 GMT 2025","","test_data_structure","",""
"Проверяет, что цены в разумных пределах","425","test_price_ranges[-DAI-CES]","tests.validation","Wed Sep 17 18:04:15 GMT 2025","failed","Wed Sep 17 18:04:15 GMT 2025","","test_price_validation","",""
"","1446","test_api_availability[1h-POL-DAI]","tests.basic","Wed Sep 17 17:54:35 GMT 2025","passed","Wed Sep 17 17:54:36 GMT 2025","","test_availability","",""
"","1404","test_api_availability[1h-POL-CES]","tests.basic","Wed Sep 17 17:54:38 GMT 2025","passed","Wed Sep 17 17:54:39 GMT 2025","","test_availability","",""
"","1413","test_non_empty_data[-CES-POL]","tests.basic","Wed Sep 17 17:56:40 GMT 2025","passed","Wed Sep 17 17:56:41 GMT 2025","","test_data_structure","",""
"","1433","test_non_empty_data[15m-USDT-DAI]","tests.basic","Wed Sep 17 17:57:51 GMT 2025","passed","Wed Sep 17 17:57:52 GMT 2025","","test_data_structure","",""
"","1670","test_non_empty_data[-POL-DAI]","tests.basic","Wed Sep 17 17:56:35 GMT 2025","passed","Wed Sep 17 17:56:37 GMT 2025","","test_data_structure","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1432","test_candle_validity[4h-DAI-CES]","tests.validation","Wed Sep 17 18:05:54 GMT 2025","passed","Wed Sep 17 18:05:55 GMT 2025","","test_price_validation","",""
"","1409","test_response_structure[1w-POL-CES]","tests.basic","Wed Sep 17 17:55:29 GMT 2025","passed","Wed Sep 17 17:55:31 GMT 2025","","test_data_structure","",""
"Проверяет, что цены в разумных пределах","1465","test_price_ranges[4h-USDT-POL]","tests.validation","Wed Sep 17 18:04:29 GMT 2025","passed","Wed Sep 17 18:04:30 GMT 2025","","test_price_validation","",""
"","260","test_zero_volume_cases[4h-USDT-DAI]","tests.special","Wed Sep 17 17:59:02 GMT 2025","failed","Wed Sep 17 17:59:02 GMT 2025","","test_edge_cases","",""
"","1409","test_date_format_and_range[1w-DAI-USDT]","tests.validation","Wed Sep 17 18:03:02 GMT 2025","passed","Wed Sep 17 18:03:04 GMT 2025","","test_date_validation","",""
"","1424","test_dates_ordered[15m-POL-USDT]","tests.validation","Wed Sep 17 18:00:53 GMT 2025","passed","Wed Sep 17 18:00:54 GMT 2025","","test_date_validation","",""
"","1425","test_non_empty_data[4h-CES-POL]","tests.basic","Wed Sep 17 17:57:14 GMT 2025","passed","Wed Sep 17 17:57:15 GMT 2025","","test_data_structure","",""
"","1432","test_non_empty_data[15m-DAI-USDT]","tests.basic","Wed Sep 17 17:57:49 GMT 2025","passed","Wed Sep 17 17:57:51 GMT 2025","","test_data_structure","",""
"","1416","test_non_empty_data[1h-POL-DAI]","tests.basic","Wed Sep 17 17:57:27 GMT 2025","passed","Wed Sep 17 17:57:28 GMT 2025","","test_data_structure","",""
"Проверяет, что цены в разумных пределах","1413","test_price_ranges[1h-CES-POL]","tests.validation","Wed Sep 17 18:04:51 GMT 2025","passed","Wed Sep 17 18:04:53 GMT 2025","","test_price_validation","",""
"","1923","test_volume_positive[1h-POL-USDT]","tests.validation","Wed Sep 17 18:07:34 GMT 2025","passed","Wed Sep 17 18:07:36 GMT 2025","","test_volume_validation","",""
"","1382","test_no_duplicate_dates[1w-DAI-POL]","tests.validation","Wed Sep 17 18:01:31 GMT 2025","passed","Wed Sep 17 18:01:33 GMT 2025","","test_date_validation","",""
"Проверяет, что цены в разумных пределах","1408","test_price_ranges[15m-POL-DAI]","tests.validation","Wed Sep 17 18:05:04 GMT 2025","passed","Wed Sep 17 18:05:05 GMT 2025","","test_price_validation","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1427","test_candle_validity[1h-CES-POL]","tests.validation","Wed Sep 17 18:06:02 GMT 2025","passed","Wed Sep 17 18:06:04 GMT 2025","","test_price_validation","",""
"","1446","test_dates_ordered[15m-USDT-POL]","tests.validation","Wed Sep 17 18:00:54 GMT 2025","passed","Wed Sep 17 18:00:55 GMT 2025","","test_date_validation","",""
"","1437","test_response_structure[15m-DAI-POL]","tests.basic","Wed Sep 17 17:56:19 GMT 2025","passed","Wed Sep 17 17:56:21 GMT 2025","","test_data_structure","",""
"","1429","test_no_duplicate_dates[4h-USDT-CES]","tests.validation","Wed Sep 17 18:01:57 GMT 2025","passed","Wed Sep 17 18:01:59 GMT 2025","","test_date_validation","",""
"","254","test_zero_volume_cases[-USDT-POL]","tests.special","Wed Sep 17 17:58:54 GMT 2025","failed","Wed Sep 17 17:58:54 GMT 2025","","test_edge_cases","",""
"","1415","test_api_availability[15m-DAI-USDT]","tests.basic","Wed Sep 17 17:54:58 GMT 2025","passed","Wed Sep 17 17:54:59 GMT 2025","","test_availability","",""
"","869","test_inverse_pairs[POL-USDT]","tests.consistency","Wed Sep 17 17:57:58 GMT 2025","passed","Wed Sep 17 17:57:59 GMT 2025","","test_inverse_pairs","",""
"","1400","test_date_format_and_range[1w-USDT-POL]","tests.validation","Wed Sep 17 18:02:55 GMT 2025","passed","Wed Sep 17 18:02:57 GMT 2025","","test_date_validation","",""
"","1942","test_volume_positive[15m-CES-DAI]","tests.validation","Wed Sep 17 18:08:17 GMT 2025","passed","Wed Sep 17 18:08:19 GMT 2025","","test_volume_validation","",""
"","1468","test_no_duplicate_dates[4h-CES-DAI]","tests.validation","Wed Sep 17 18:01:59 GMT 2025","passed","Wed Sep 17 18:02:00 GMT 2025","","test_date_validation","",""
"","1395","test_response_structure[1w-CES-USDT]","tests.basic","Wed Sep 17 17:55:35 GMT 2025","passed","Wed Sep 17 17:55:36 GMT 2025","","test_data_structure","",""
"","249","test_zero_volume_cases[4h-DAI-CES]","tests.special","Wed Sep 17 17:59:03 GMT 2025","failed","Wed Sep 17 17:59:03 GMT 2025","","test_edge_cases","",""
"","1400","test_date_format_and_range[1w-CES-POL]","tests.validation","Wed Sep 17 18:03:01 GMT 2025","passed","Wed Sep 17 18:03:02 GMT 2025","","test_date_validation","",""
"","1415","test_api_availability[4h-USDT-CES]","tests.basic","Wed Sep 17 17:54:28 GMT 2025","passed","Wed Sep 17 17:54:29 GMT 2025","","test_availability","",""
"","1461","test_api_availability[1h-DAI-CES]","tests.basic","Wed Sep 17 17:54:48 GMT 2025","passed","Wed Sep 17 17:54:49 GMT 2025","","test_availability","",""
